"";"NU_IDADE_REFERENCIA";"CO_MUNICIPIO_END";"CO_UF_END";"CO_MUNICIPIO_END";"TP_DEPENDENCIA";"TP_ETAPA_ENSINO";"CO_REGIAO";"CO_MESORREGIAO";"CO_UF";"CO_MUNICIPIO";"CO_DISTRITO"
"1080";6;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"1081";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1082";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1083";5;1302603;13;1302603;3;2;1;1303;13;1301902;130190205
"1084";16;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1085";9;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"1086";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1087";8;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"1088";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1089";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1090";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1091";3;NA;NA;NA;3;1;1;1303;13;1301902;130190205
"1092";16;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1093";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1094";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1095";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1096";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1097";19;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1098";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1099";15;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1100";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1101";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1102";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1103";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1104";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1105";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1106";24;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1107";27;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1108";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1109";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1110";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1111";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1112";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1113";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1114";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1115";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1116";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1117";11;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"1118";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1119";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1120";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1121";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1122";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1123";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1124";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1125";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1126";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1127";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1128";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1129";19;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1130";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"1131";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1132";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1133";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1134";49;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"1135";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1136";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1137";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1138";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1139";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1140";6;NA;NA;NA;3;2;1;1303;13;1301902;130190205
"1141";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1142";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1143";22;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1144";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1145";15;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1146";14;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"1147";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1148";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1149";13;1302603;13;1302603;3;20;1;1303;13;1301902;130190205
"1150";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"1151";13;1301902;13;1301902;2;NA;1;1303;13;1301902;130190205
"1152";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1153";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1154";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1155";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1156";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1157";2;1301902;13;1301902;4;1;1;1303;13;1301902;130190205
"1158";29;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1159";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1160";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1161";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"1162";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1163";11;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1164";30;NA;NA;NA;2;71;1;1303;13;1301902;130190205
"1165";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1166";18;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"1167";18;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1168";13;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1169";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1170";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1171";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1172";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1173";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1174";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1175";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1176";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1177";11;NA;NA;NA;2;19;1;1303;13;1301902;130190205
"1178";13;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"1179";47;1301902;13;1301902;4;69;1;1303;13;1301902;130190205
"1180";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1181";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1182";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1183";27;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1184";44;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1185";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1186";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1187";18;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1188";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1189";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1190";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1191";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1192";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1193";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1194";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1195";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1196";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1197";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1198";30;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1199";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1200";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1201";20;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1202";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"1203";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"1204";12;1301902;13;1301902;2;NA;1;1303;13;1301902;130190205
"1205";19;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1206";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1207";7;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"1208";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1209";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1210";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1211";10;1301902;13;1301902;4;18;1;1303;13;1301902;130190205
"1212";13;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1213";11;1301902;13;1301902;4;19;1;1303;13;1301902;130190205
"1214";15;1301902;13;1301902;4;25;1;1303;13;1301902;130190205
"1215";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1216";16;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1217";10;1301902;13;1301902;4;18;1;1303;13;1301902;130190205
"1218";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1219";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1220";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1221";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1222";16;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"1223";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1224";11;1301902;13;1301902;4;19;1;1303;13;1301902;130190205
"1225";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1226";7;1301902;13;1301902;4;15;1;1303;13;1301902;130190205
"1227";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1228";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1229";17;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"1230";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1231";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1232";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1233";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1234";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1235";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1236";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1237";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1238";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1239";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1240";21;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1241";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1242";19;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1243";5;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"1244";16;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"1245";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"1246";5;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"1247";20;1301902;13;1301902;4;69;1;1303;13;1301902;130190205
"1248";16;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1249";16;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1250";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"1251";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1252";20;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1253";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1254";36;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1255";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1256";28;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"1257";17;1301902;13;1301902;1;32;1;1303;13;1301902;130190205
"1258";5;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1259";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1260";16;1302009;13;1302009;1;30;1;1303;13;1301902;130190205
"1261";12;1302603;13;1302603;3;20;1;1303;13;1301902;130190205
"1262";34;1301902;13;1301902;4;69;1;1303;13;1301902;130190205
"1263";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1264";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1265";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1266";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1267";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1268";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1269";39;1301902;13;1301902;4;69;1;1303;13;1301902;130190205
"1270";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1271";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1272";43;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"1273";26;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"1274";21;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"1275";6;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"1276";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1277";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1278";28;NA;NA;NA;3;70;1;1303;13;1301902;130190205
"1279";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1280";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1281";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1282";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1283";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1284";16;1301902;13;1301902;4;26;1;1303;13;1301902;130190205
"1285";8;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1286";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1287";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1288";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1289";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1290";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1291";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1292";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1293";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1294";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1295";11;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1296";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1297";31;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"1298";25;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"1299";28;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"1300";2;1301902;13;1301902;4;1;1;1303;13;1301902;130190205
"1301";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1302";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1303";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1304";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1305";14;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"1306";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1307";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1308";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1309";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1310";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1311";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1312";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1313";5;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1314";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1315";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"1316";3;1301902;13;1301902;4;1;1;1303;13;1301902;130190205
"1317";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1318";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1319";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1320";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1321";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1322";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1323";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1324";9;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"1325";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1326";17;1302603;13;1302603;4;26;1;1303;13;1301902;130190205
"1327";17;1301902;13;1301902;4;39;1;1303;13;1301902;130190205
"1328";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1329";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1330";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1331";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1332";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1333";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1334";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1335";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1336";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1337";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1338";12;1301902;13;1301902;4;20;1;1303;13;1301902;130190205
"1339";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1340";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1341";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1342";11;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1343";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1344";15;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1345";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1346";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1347";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1348";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1349";12;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1350";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1351";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1352";15;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1353";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1354";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"1355";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1356";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1357";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1358";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1359";21;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"1360";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"1361";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1362";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1363";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1364";24;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1365";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1366";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1367";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1368";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1369";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1370";58;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1371";15;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"1372";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"1373";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1374";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"1375";12;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1376";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"1377";7;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1378";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1379";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1380";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1381";12;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"1382";12;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"1383";13;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"1384";23;1301902;13;1301902;4;39;1;1303;13;1301902;130190205
"1385";19;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1386";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1387";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1388";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1389";35;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1390";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1391";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1392";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1393";44;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1394";30;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1395";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1396";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1397";7;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1398";36;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1399";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1400";3;NA;NA;NA;3;1;1;1303;13;1301902;130190205
"1401";16;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1402";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1403";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1404";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1405";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1406";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"1407";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1408";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1409";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1410";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"1411";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1412";39;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1413";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1414";13;NA;NA;NA;2;21;1;1303;13;1301902;130190205
"1415";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1416";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1417";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1418";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1419";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1420";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"1421";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1422";23;1506807;15;1506807;3;70;1;1303;13;1301902;130190205
"1423";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1424";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"1425";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1426";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1427";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1428";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1429";15;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1430";15;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1431";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1432";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1433";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1434";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1435";18;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"1436";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1437";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1438";14;NA;NA;NA;3;21;1;1303;13;1301902;130190205
"1439";24;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"1440";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1441";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1442";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1443";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1444";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"1445";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"1446";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"1447";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1448";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"1449";18;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"1450";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1451";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1452";15;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1453";15;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"1454";16;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"1455";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"1456";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"1457";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1458";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1459";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1460";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"1461";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1462";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"1463";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1464";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"1465";6;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"1466";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1467";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"1468";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"1469";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1470";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"1471";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"1472";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"1473";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"1474";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
