"";"NU_IDADE_REFERENCIA";"CO_MUNICIPIO_END";"CO_UF_END";"CO_MUNICIPIO_END";"TP_DEPENDENCIA";"TP_ETAPA_ENSINO";"CO_REGIAO";"CO_MESORREGIAO";"CO_UF";"CO_MUNICIPIO";"CO_DISTRITO"
"28211";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28212";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28213";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28214";18;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28215";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28216";13;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28217";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28218";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28219";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28220";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28221";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28222";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28223";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28224";48;NA;NA;NA;3;70;1;1303;13;1301902;130190205
"28225";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28226";15;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28227";46;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"28228";16;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28229";19;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28230";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28231";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28232";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28233";7;NA;NA;NA;3;15;1;1303;13;1301902;130190205
"28234";26;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28235";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28236";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28237";9;NA;NA;NA;3;17;1;1303;13;1301902;130190205
"28238";16;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28239";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28240";8;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"28241";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28242";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28243";35;NA;NA;NA;2;71;1;1303;13;1301902;130190205
"28244";21;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28245";41;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28246";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28247";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28248";19;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28249";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28250";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28251";17;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28252";18;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28253";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28254";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28255";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28256";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"28257";13;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28258";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28259";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28260";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28261";40;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28262";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28263";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28264";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28265";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28266";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28267";32;1301902;13;1301902;4;7;1;1303;13;1301902;130190205
"28268";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28269";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28270";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28271";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28272";58;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28273";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28274";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28275";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28276";5;NA;NA;NA;3;2;1;1303;13;1301902;130190205
"28277";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28278";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28279";42;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28280";12;1200203;12;1200203;2;19;1;1303;13;1301902;130190205
"28281";29;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"28282";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28283";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28284";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28285";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28286";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28287";20;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28288";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28289";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28290";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28291";16;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28292";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28293";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28294";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28295";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28296";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28297";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28298";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28299";9;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28300";18;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28301";57;1301902;13;1301902;4;69;1;1303;13;1301902;130190205
"28302";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28303";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28304";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28305";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28306";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28307";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28308";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28309";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28310";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28311";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28312";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28313";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28314";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28315";35;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28316";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28317";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28318";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28319";11;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28320";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28321";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28322";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28323";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28324";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28325";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28326";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28327";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28328";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28329";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28330";11;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28331";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28332";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28333";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"28334";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28335";14;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28336";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"28337";22;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28338";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28339";47;NA;NA;NA;3;69;1;1303;13;1301902;130190205
"28340";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28341";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28342";40;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28343";20;NA;NA;NA;3;70;1;1303;13;1301902;130190205
"28344";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28345";39;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"28346";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28347";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28348";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28349";12;NA;NA;NA;2;19;1;1303;13;1301902;130190205
"28350";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28351";5;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"28352";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28353";19;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28354";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28355";10;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28356";29;1301902;13;1301902;4;7;1;1303;13;1301902;130190205
"28357";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28358";37;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"28359";8;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28360";6;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28361";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28362";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28363";43;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"28364";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28365";21;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28366";7;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28367";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28368";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28369";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28370";24;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28371";17;1302553;13;1302553;3;41;1;1303;13;1301902;130190205
"28372";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28373";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28374";18;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28375";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28376";18;NA;NA;NA;2;71;1;1303;13;1301902;130190205
"28377";5;1304005;13;1304005;3;2;1;1303;13;1301902;130190205
"28378";32;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28379";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28380";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28381";21;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28382";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28383";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28384";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28385";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28386";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28387";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28388";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28389";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28390";24;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28391";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28392";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28393";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28394";13;NA;NA;NA;2;21;1;1303;13;1301902;130190205
"28395";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28396";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28397";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28398";8;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"28399";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"28400";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28401";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28402";20;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28403";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28404";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"28405";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28406";21;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28407";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"28408";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"28409";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28410";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28411";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28412";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28413";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28414";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28415";20;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28416";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28417";22;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28418";39;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"28419";33;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28420";18;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28421";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28422";15;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"28423";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28424";16;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28425";28;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28426";16;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28427";39;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28428";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28429";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28430";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28431";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28432";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28433";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28434";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28435";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28436";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"28437";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28438";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28439";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28440";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28441";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28442";16;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28443";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28444";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28445";4;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28446";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28447";31;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28448";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28449";38;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"28450";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28451";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28452";7;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28453";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28454";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28455";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28456";12;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28457";15;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28458";29;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28459";29;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28460";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28461";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28462";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28463";19;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"28464";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28465";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28466";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28467";12;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28468";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28469";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"28470";26;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28471";14;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28472";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28473";15;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28474";20;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28475";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28476";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28477";30;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28478";23;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28479";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28480";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28481";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28482";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28483";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28484";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28485";9;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28486";48;NA;NA;NA;3;69;1;1303;13;1301902;130190205
"28487";11;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28488";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28489";5;NA;NA;NA;3;2;1;1303;13;1301902;130190205
"28490";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28491";7;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28492";22;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28493";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28494";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"28495";26;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28496";14;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28497";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28498";38;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28499";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28500";12;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28501";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28502";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"28503";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"28504";18;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"28505";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28506";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28507";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28508";15;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"28509";16;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28510";2;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28511";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28512";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28513";13;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28514";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28515";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28516";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28517";8;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28518";16;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28519";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28520";8;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28521";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28522";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28523";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28524";19;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28525";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28526";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28527";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28528";15;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"28529";23;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28530";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28531";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28532";19;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28533";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28534";44;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28535";36;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28536";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28537";15;1304005;13;1304005;1;30;1;1303;13;1301902;130190205
"28538";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28539";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28540";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28541";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28542";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28543";24;1303106;13;1303106;1;40;1;1303;13;1301902;130190205
"28544";18;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28545";8;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28546";11;1302603;13;1302603;3;18;1;1303;13;1301902;130190205
"28547";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28548";25;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28549";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"28550";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28551";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"28552";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28553";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28554";10;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"28555";28;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28556";18;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28557";23;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28558";14;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28559";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28560";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28561";29;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28562";21;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"28563";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28564";36;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"28565";8;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28566";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28567";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"28568";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"28569";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28570";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"28571";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28572";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"28573";16;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28574";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28575";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"28576";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"28577";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28578";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28579";16;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28580";16;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"28581";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28582";15;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"28583";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"28584";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28585";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"28586";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"28587";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28588";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28589";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"28590";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28591";13;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28592";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"28593";15;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"28594";4;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"28595";29;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28596";43;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"28597";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"28598";60;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"28599";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"28600";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"28601";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28602";6;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"28603";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"28604";25;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"28605";19;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"28606";16;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
